lng,lat
32.45904187,-107.6936348
30.79922399,-102.6354159
38.77051294,-75.47046623
40.84995734,-88.08901877
39.13241321,-123.2761836
41.44475461,-80.3439785
42.96898561,-85.97446512
31.04619208,-87.16966919
47.88716817,-95.17564907
28.11642863,-118.4189738
37.45877921,-116.1974385
26.452644,-107.1692184
35.86353615,-85.34580422
30.34519472,-95.94767776
31.98185782,-118.4470411
36.47233122,-115.5205109
43.52313439,-82.25380066
27.18465172,-100.2708973
43.11512905,-85.09520209
47.00129809,-77.39421718
26.18878951,-121.1198222
37.6664479,-122.952286
41.25337887,-73.31414228
41.88733888,-84.23232169
32.27641541,-112.8424482
30.37925647,-81.80329272
27.55958852,-77.49413312
27.16878836,-123.3591333
41.61260455,-79.984573
32.25834135,-99.57405354
42.46222401,-90.45129005
33.77697245,-94.95577894
29.70419503,-82.70482882
37.96988642,-110.689266
33.86140854,-82.41026504
39.14631879,-79.55496643
28.96501531,-122.5681018
44.71037849,-75.74833171
41.78283626,-91.37437989
29.57152674,-86.5454006
33.50491989,-93.75270486
27.35159758,-76.77107883
29.33444483,-76.69951862
44.72766275,-101.8736386
45.83313529,-120.040816
37.78453072,-95.32678147
45.8294108,-112.6362302
46.04484521,-102.4199807
33.19652462,-85.6851726
37.89512092,-78.81438416
31.89739918,-120.1356474
44.65892728,-86.80464189
44.71986485,-97.99731611
30.56084812,-98.3410158
34.00082107,-82.20411455
33.12526004,-83.88670617
37.26481746,-77.231044
48.16853552,-123.5401073
44.62495903,-121.6772369
38.30461584,-117.4905938
47.38033011,-115.9566452
28.55549125,-115.9225712
27.83111704,-115.5911732
32.92951969,-109.3546776
45.06948723,-95.1490006
28.72267177,-77.59423868
38.26581708,-116.7649242
39.64946127,-105.938189
39.11239562,-111.2310818
48.1372915,-100.3749525
39.55574558,-91.89356427
44.11777437,-102.7965926
37.64863712,-104.2838956
40.78045886,-118.1436995
41.31596914,-87.56793759
43.38023091,-120.4561354
37.64311842,-124.18994
27.6643583,-91.34803586
31.46188805,-99.20575398
35.24984462,-90.74812433
35.76500599,-111.6165126
39.16602593,-76.84467024
42.25548447,-116.6037997
41.58929422,-91.19517311
43.91567315,-73.27195874
39.09422358,-89.32981965
43.1748224,-83.66460073
47.00127975,-84.51567439
39.97696238,-89.24676266
40.80835586,-74.94269664
44.78165657,-82.77654008
46.3273086,-102.3046274
27.87540751,-113.102981
42.72427674,-87.92106796
39.04813612,-119.1730128
27.36743944,-109.3206939
36.34907525,-100.7406332
27.40809254,-99.14728741
38.05652453,-111.6844738
26.24401958,-121.5844606
43.84361943,-99.98423487
46.07518705,-108.2019543
31.19349374,-110.7889858
41.37605944,-77.66775123
44.22812666,-106.8398566
27.48833006,-116.4078135
36.40137509,-105.5567431
37.4064352,-93.07383792
29.0695381,-103.7121274
31.31930342,-113.5165219
45.79070294,-114.8812671
37.53702488,-89.1013562
27.59667063,-91.97183041
26.87173593,-116.4946218
34.11587078,-122.2768919
48.03671777,-96.32711566
30.36222457,-96.16401496
38.1606596,-106.1116907
30.71649189,-122.177734
39.53644427,-91.84139246
42.75640318,-103.8345469
47.83795901,-118.6779206
42.5061783,-106.091355
47.50298143,-120.8678839
31.5020988,-88.52169999
38.10123231,-88.80165711
45.52535929,-92.1579617
39.48009931,-94.64339615
40.71319988,-118.0115998
31.95738256,-95.39658864
45.18421784,-76.06896239
29.41778081,-86.57333061
44.30590546,-74.76114027
35.83557468,-73.4303243
26.67038864,-95.15366017
29.04270611,-108.9662809
35.93310878,-93.65478854
36.32652346,-74.07206645
31.34671041,-74.03859097
34.93824952,-85.87201725
36.55708945,-88.20380719
32.69688342,-116.2068228
26.61906116,-73.15063195
33.20538622,-84.12294022
32.31514394,-81.54980559
38.53078172,-78.35735429
41.99890633,-93.02411761
40.46797893,-74.67203073
38.54074625,-122.556689
34.33131369,-118.1232812
37.90627264,-119.3189725
35.65554476,-84.81472368
42.34908496,-105.1389818
34.87885225,-117.7237592
29.48435734,-112.2750615
39.48819976,-87.69820304
27.47830368,-107.6693652
38.63089817,-114.5846872
33.70248846,-116.0055056
27.67017666,-98.09832984
27.31833718,-82.78418871
34.63701923,-116.2156092
42.45645786,-99.33879763
39.48291721,-121.3792052
47.62615943,-96.07643525
33.73188447,-78.59459348
37.96892419,-96.3336845
37.33007796,-96.94448243
32.10961207,-80.94174937
33.03704869,-75.75630859
29.49042299,-95.00732202
30.59663522,-98.34517991
42.79005584,-86.71142497
43.93296024,-88.54422305
35.42723951,-120.1068961
42.25780353,-100.6946689
46.52792258,-121.6588361
30.65602235,-120.9721277
44.2366284,-100.1589638
42.93515489,-109.5277151
29.01438103,-78.87742037
42.48104011,-103.5561143
27.66275544,-115.2245063
36.71827027,-96.45454922
30.14038826,-73.26176511
40.43634505,-94.21565725
28.33750153,-121.0995894
45.30534963,-79.67583242
37.92971528,-95.47135741
32.93928992,-113.3391662
44.91085168,-80.40093111
36.9250974,-119.4672012
34.80823813,-76.60277467
39.54735301,-100.044636
29.91193664,-80.72495271
31.92276331,-81.66651629
37.96576915,-112.7447815
33.43154566,-84.45964927
37.72458679,-92.06050002
31.03724949,-111.4114031
38.84978861,-102.5314003
47.81572413,-73.42630993
34.69224878,-120.1104265
34.0303864,-107.9199114
32.18758935,-88.76387148
36.39080309,-84.04218621
32.6419636,-76.36389066
45.68150322,-77.02631535
38.77783249,-80.95113841
35.10339325,-101.4532939
44.97984393,-119.8345028
29.72088397,-115.9778721
45.57867331,-90.50036335
28.85353148,-121.4019006
42.81071958,-88.09204183
31.92279637,-123.0748944
33.10783398,-90.29419496
31.41583466,-102.7591822
44.94513588,-116.5763258
26.24754994,-95.90731875
27.82895726,-86.92851127
28.17484347,-115.9100448
27.27205053,-87.27534964
26.65453801,-82.85862592
39.27963896,-86.36756383
36.60333987,-109.9851342
47.389752,-98.47483043
45.33680434,-97.87375788
33.17518874,-78.18287
41.56295025,-98.6247124
30.38740278,-106.6694892
41.38715212,-124.0054992
29.37771225,-76.14029178
40.36216182,-96.45828715
40.63682576,-100.1511882
31.37257822,-89.79011505
31.751206,-93.96372923
40.36028513,-81.04052061
39.90370152,-91.14539269
34.82510703,-99.56378536
47.20954007,-102.4190214
40.23842197,-88.99088278
30.74150435,-104.6681222
35.17851904,-85.92694972
33.15505962,-92.51991568
33.53974985,-95.62693175
37.24066568,-89.08856473
40.84733409,-120.6911932
32.59449977,-103.2538962
38.48700363,-123.727026
26.95322748,-101.6368115
39.26440473,-90.63296953
35.56193051,-100.798685
42.0772472,-108.1772216
42.24797459,-104.4158948
30.70161037,-107.2469758
29.79071296,-108.372191
39.09503973,-80.35766284
27.24502331,-74.74611092
30.56487576,-104.0456047
33.99626024,-78.46169219
28.31912476,-106.938481
46.03987915,-119.4852334
47.11683963,-83.44599936
38.96248203,-113.7490409
36.3257871,-74.13801838
34.67442022,-119.0339551
37.44410485,-123.6662646
40.32320436,-87.76470434
41.67432887,-122.4870261
42.07963128,-101.1080114
46.93995184,-78.09450064
46.03197361,-84.23693972
37.79074777,-79.9941656
26.6113269,-85.06951586
46.16295965,-85.91854613
42.23383146,-121.6760727
27.94408547,-88.7146795
28.03902441,-117.3296347
42.10889728,-116.4620748
29.12531931,-81.37462154
45.958791,-113.09962
42.70842402,-95.28286742
30.43130273,-123.6708842
28.79995983,-84.48064599
37.6271045,-104.0593613
46.32633945,-81.24368726
47.45101082,-89.94823425
27.40224685,-105.9080476
39.44730855,-113.1426109
34.22487514,-121.0459757
40.97419488,-75.65810166
37.25334612,-107.5878092
32.69529879,-95.374862
32.47152347,-118.753672
43.8196981,-116.3623876
40.99134872,-116.297792
45.7218804,-75.09129278
30.9598235,-124.1739011
31.41684659,-105.3841476
40.36693267,-85.94487563
31.76086275,-76.23201437
36.78640918,-105.5327442
38.03216528,-81.2613457
27.52645459,-86.051385
32.20965363,-84.32633694
34.66759404,-72.9806471
40.27975287,-99.85074063
28.64268994,-104.8482405
32.72587685,-109.9267254
28.62490658,-88.5158907
37.4428086,-115.1058704
42.88085862,-103.0258849
28.41020473,-74.31226635
42.03892002,-94.42713183
28.10913844,-92.8408961
35.67252405,-102.1035889
46.93513845,-113.9314123
37.72456053,-115.7075004
43.95560264,-82.61998395
40.28028695,-95.93813964
26.63272632,-118.8935719
36.25577665,-113.4987593
29.50936882,-83.47662568
33.54617051,-73.48324512
30.18064765,-92.13746913
29.30264006,-107.431964
31.31898221,-80.88425429
28.25627527,-112.0438161
36.46619209,-91.05418651
46.9482065,-78.99024431
39.62303885,-80.6734936
46.41218164,-119.0662159
30.0129271,-92.94239617
29.967298,-122.1556023
32.08732178,-78.95337346
28.71894369,-104.0721987
39.3081908,-101.3773038
47.8601675,-78.82063579
39.7903924,-77.05367897
28.68514136,-100.2863497
43.82367659,-112.0079439
44.44290014,-74.34063556
43.79543241,-79.2114081
28.51952101,-84.66715644
26.57117675,-101.0360662
37.23695291,-74.59214369
43.0691709,-120.7398745
30.46152708,-106.0292706
40.4807379,-113.4761381
42.5519218,-78.55344145
45.91152821,-110.4831255
28.67877239,-101.3265214
27.32148917,-80.84309503
28.5079329,-80.64216704
37.9867135,-104.110943
36.69493261,-98.35926246
42.66596577,-84.97898848
33.18062332,-82.02118542
43.0100523,-121.3513388
35.67753083,-111.9140358
32.61071777,-103.2047505
44.65759498,-73.39991393
46.37664593,-121.5914883
26.73450307,-87.73909562
40.31846034,-124.145619
43.92227938,-98.99499813
42.21446247,-109.6991489
32.84440418,-91.93865802
44.58506962,-78.64316459
34.42556091,-105.8806176
44.11322971,-79.91067329
33.33361888,-83.98439791
27.14405557,-119.0060535
42.51656198,-118.1614515
31.74059584,-117.5512158
33.09462549,-123.0149594
30.1363903,-119.1378367
27.31759036,-84.73927436
36.38468993,-122.5798591
40.09685731,-103.9080089
30.73464112,-82.8977401
46.1154742,-122.5702504
36.26660312,-116.9306402
32.12057578,-87.9914943
27.04442608,-104.2941495
28.77967465,-91.57781874
42.30163899,-92.07220698
27.75866813,-92.22375319
39.87340053,-80.58290215
31.28315089,-122.7633636
39.7047559,-94.72868835
39.02472395,-73.09948373
39.40609616,-102.746562
42.9001368,-123.3551452
29.79110467,-124.1438335
29.6939723,-81.47825005
38.19128297,-112.8887871
28.77629927,-123.3676023
42.74526759,-105.0104642
35.92128581,-76.24156082
38.90071645,-87.74409073
47.21370775,-118.1616255
47.49985785,-120.9585113
35.9730006,-103.6479314
31.64047492,-116.6875748
44.27443278,-90.17198965
34.04198709,-104.5176465
47.31613192,-117.7828699
26.36912585,-90.35581472
26.32821632,-91.86784415
37.18280315,-105.906634
41.86109868,-100.3489561
33.03812641,-110.1407601
37.5451249,-120.4215695
46.59359343,-83.66983994
42.51785856,-122.5080621
38.02878055,-87.83330112
44.11661928,-90.20860745
44.25340672,-99.76226003
28.88094296,-79.55175958
30.43843637,-79.42706188
26.36566677,-114.3648568
33.70889046,-103.3930104
47.97723209,-73.49633919
28.53130887,-119.6185894
26.92655143,-113.1694804
45.8946871,-78.90147357
27.85484134,-102.3096193
27.62056397,-88.37940801
41.97348678,-84.62526561
45.77377468,-102.1564572
29.57581177,-116.0306672
26.35721827,-121.6893545
41.07812498,-92.53766653
27.83811569,-91.11476608
39.12527767,-107.3801121
46.54066646,-105.1054195
29.30133649,-121.4606373
41.36772914,-89.61904054
37.71140016,-105.2283016
45.46617267,-99.12643243
48.08948613,-120.8977995
43.88249523,-93.40570287
35.63619364,-73.86055842
43.84551345,-101.9213325
47.61296679,-92.99926185
31.26585805,-99.16297168
34.64337354,-124.1868404
36.55534306,-110.0392932
34.82676105,-112.9595597
27.37651308,-93.16062477
43.49145139,-122.5839145
31.50609085,-106.2479818
30.39148461,-77.60723352
38.91831042,-103.7109657
27.69166063,-77.80566698
32.48421831,-84.90859542
26.73959846,-122.4338979
44.28820968,-100.645375
35.335842,-106.0908752
28.52679111,-77.93720644
37.36325372,-114.2986169
43.21098463,-98.02753753
30.24583438,-79.17188503
26.95209024,-82.4570815
29.82811126,-117.087603
37.14142305,-89.40914302
47.56001979,-82.35542892
28.38211212,-100.7732316
43.36404587,-104.2588595
31.8160713,-108.9979842
33.93350874,-101.666451
32.11572668,-112.8927943
30.59296818,-88.11505002
44.8828843,-78.19485557
33.56695762,-98.18705911
47.18709749,-104.4641891
32.91016216,-82.74682579
34.56893416,-87.57466677
28.8567876,-105.8726243
27.46778492,-110.1750741
35.23406523,-115.0287267
26.5630031,-80.01253582
33.54430832,-90.1572979
46.86315424,-122.984632
33.45253477,-108.4488071
39.7685892,-95.3977493
43.08211238,-96.04269673
26.20458745,-80.73645791
45.0120044,-84.26683911
47.19600207,-98.16064733
47.72269603,-88.11569858
47.98747518,-95.38567661
30.23159784,-91.76903023
37.46355905,-78.18605831
44.97843783,-94.53910027
34.16006718,-108.2116396
29.37265528,-79.58122789
47.68993502,-108.8753978
28.69469044,-94.30826816
29.48337853,-107.8811074
35.6834541,-93.66056468
31.7918651,-102.490099
39.45159077,-75.153132
42.58751232,-76.3785323
30.65984997,-118.3964794
43.53128361,-76.41533417
36.8244228,-87.5091236
31.47355572,-94.68664651
43.84821158,-86.29979614
34.91908844,-78.89361102
26.22132454,-104.4865132
39.33026406,-110.4656505
27.10913618,-97.08571824
29.67498418,-85.64248803
47.00775966,-116.7113874
35.81163954,-121.6468201
45.88384033,-78.54277734
47.8894724,-91.89831126
35.88995999,-103.5917767
46.28379923,-115.6811845
43.78807306,-98.13438811
36.20170688,-88.05570692
32.08515552,-88.34734767
31.15556931,-95.19973741
27.38927226,-107.4140453
47.66534864,-119.4761841
46.92827795,-90.54818398
28.50994664,-122.2949261
45.8129653,-81.63321926
33.31551135,-104.8984108
48.06057373,-105.0952681
38.53266291,-92.20954093
36.50860197,-98.53998224
33.1588594,-98.62947406
41.6230381,-117.6078749
45.42434575,-110.9377867
44.84846474,-112.3884775
34.85281011,-119.8653101
34.38996083,-109.7590602
43.56133194,-77.35342486
46.12552108,-92.34536722
37.64774906,-112.9772391
29.62111026,-80.82774378
47.8046763,-119.8621237
28.19310969,-79.59079248
29.66400528,-115.776878
32.90857362,-78.1957552
40.79865839,-95.70413936
46.54526777,-95.14388694
37.838841,-93.11998215
38.76236931,-112.5957693
30.27157498,-86.04251429
36.74835544,-109.2460394
44.23082326,-95.57125216
32.67276725,-117.7819364
43.51533421,-77.60740957
39.91924151,-101.5303511
32.51494933,-76.23883875
32.34161094,-116.2622267
36.61351593,-78.19878198
26.78778535,-93.24255412
34.6123861,-76.11241194
40.10656469,-100.9521751
31.60469277,-90.35121689
32.61053367,-92.08848045
28.05599296,-87.74091664
35.76634694,-81.54819877
33.66316032,-107.9994678
29.42833759,-91.42812447
36.76907894,-122.7256273
27.42204504,-88.71970569
46.97621836,-88.22700707
36.46280077,-97.83968134
28.4586177,-113.7881336
34.72545482,-87.40748052
32.04796483,-97.04474751
45.04215582,-74.53352883
45.82281478,-116.5468978
27.21408637,-119.5410512
26.68259802,-92.23634471
33.04797259,-88.45660005
26.2897859,-114.3345858
42.31171017,-80.6297054
29.33953068,-75.05903942
31.02487941,-77.1040276
36.16660629,-101.0783896
27.84968671,-110.6113868
28.85316521,-90.92695492
35.83372506,-96.27126408
44.82310392,-76.94326093
44.85587132,-82.73436004
28.35445626,-75.19432454
29.46577616,-107.5463094
30.11776803,-104.8740726
47.49457929,-116.1414494
26.49538814,-112.2833505
33.74940708,-108.6815853
27.63117128,-105.0579716
31.78218152,-98.16613944
31.57500795,-89.55289315
33.97189553,-96.90048047
34.90727529,-121.6024226
42.98503582,-90.30007914
37.88874773,-88.65226966
47.09550704,-82.18880163
33.5863067,-98.3173688
43.08516244,-81.3858497
47.78862617,-118.117687
27.69201308,-106.9577201
26.86829555,-84.15884092
39.36182461,-84.96607425
42.16748395,-111.8012289
37.76334331,-114.2297542
37.78643852,-99.62367906
40.23297756,-74.66824472
43.35964869,-117.9975275
38.61330321,-113.6893987
40.8241477,-81.35670233
26.83087693,-98.20448652
28.93802079,-101.3939673
31.42800719,-78.12837999
31.43132711,-110.6035333
48.18093262,-80.99236845
27.29210685,-79.28215161
39.72894612,-82.497627
42.62955561,-123.6614148
34.21654136,-77.97335989
37.63072776,-95.08207196
47.70214016,-78.72136367
39.23653962,-99.72002503
36.7161951,-84.5775787
43.47084214,-112.0331866
40.85928439,-120.3743801
42.42169738,-80.95138177
37.7003804,-118.9315145
33.41353089,-97.61631816
31.77490097,-96.00897924
33.87698871,-98.14046095
46.97622179,-110.9798852
36.73550464,-77.28190099
31.5432859,-87.20743856
42.26247466,-81.16912294
45.8335472,-92.00343235
32.75185478,-111.0415105
33.03624529,-97.72030849
46.76628991,-75.32755813
36.53228591,-83.49686891
39.34807305,-79.70066078
46.42723752,-85.59992194
40.97469623,-88.41150528
46.76838838,-78.8218533
48.09012998,-99.82096299
32.468902,-105.5853942
44.68629638,-100.6900722
33.30953863,-115.9956961
35.36123879,-81.26444903
46.39277785,-105.3294644
40.81724943,-104.3330703
27.76229128,-90.33013017
26.56929347,-109.4138798
30.06085898,-98.29458719
37.28857678,-84.97530621
42.02254326,-89.35962348
36.73692754,-116.1143181
28.73739339,-84.70909026
47.95778108,-97.72667082
48.10071133,-93.02906719
34.76720498,-88.69593621
32.92890848,-104.5463794
30.6028814,-108.5135161
31.56812585,-108.3634491
36.27024939,-113.6433104
45.09975975,-114.5867879
45.03242785,-87.64757263
47.71516789,-117.9710307
40.33866913,-100.5154486
33.21788614,-115.0298631
32.11130459,-94.77555823
42.81546368,-111.2197739
44.93664472,-83.95861463
33.35134688,-108.488504
48.16567497,-74.93983416
32.73638365,-85.59948565
38.84763449,-86.13533309
31.73707721,-77.16689331
42.67011165,-77.55801395
47.2241285,-111.5914191
32.99210669,-95.46448326
37.01527855,-77.26596389
43.40998645,-106.0329414
40.17018749,-118.6999465
39.23057857,-100.8183597
45.48899556,-80.01523086
27.91522628,-88.35759395
47.05218601,-86.6294522
30.14151784,-121.9654944
27.14408285,-87.3151464
37.76537735,-98.32063073
27.8999585,-85.49616626
43.9934057,-93.22224012
41.71463205,-101.923212
33.28704112,-73.83505417
28.47271114,-79.46696998
36.2540956,-77.10619106
47.07109642,-84.13165377
30.89386393,-101.6636814
35.65969163,-104.1856812
32.70507827,-92.71805481
34.15540655,-120.2510355
35.2059091,-83.84149925
39.41490078,-83.79307783
46.59217814,-94.46325749
41.92207139,-75.89032087
28.41797958,-85.265778
32.11308438,-86.42014892
39.89185042,-94.6892633
26.89332446,-107.0543754
31.77620523,-121.7696629
32.85572661,-111.2725246
34.11945941,-115.9236667
31.58467577,-95.47487202
31.97066844,-122.3705193
27.51808223,-90.86243141
37.41072219,-114.1735082
30.26757834,-117.1365433
41.30212148,-110.4306787
30.65118495,-97.48724927
43.53668061,-119.9098091
42.96929266,-103.4313153
38.4518048,-75.84991524
27.07520717,-88.42898742
43.92007119,-99.95976591
30.88104997,-77.17324064
41.93224211,-97.16255171
39.62416713,-92.63695901
27.83023123,-120.3377517
46.99460975,-90.32413843
26.49278349,-97.66955321
27.89830525,-106.2296113
30.79688484,-121.7754824
37.23112729,-116.6855211
32.02822661,-85.9772049
39.68187585,-80.73952826
35.09275129,-114.4250864
46.12272324,-105.8669738
43.11550514,-90.2324899
27.81633487,-104.2929622
29.53799405,-117.8875763
47.5334571,-102.4054114
36.46582769,-97.65914467
27.60794308,-115.4403461
27.64076418,-99.53659316
46.16743595,-124.0004837
31.76538577,-120.5221226
35.48528083,-85.74889026
38.41066865,-85.21112552
45.25367214,-114.1796966
32.43946379,-100.441168
28.067392,-112.8451964
44.27644166,-116.4992704
48.26507683,-74.98530177
26.70913877,-123.1035763
41.13609394,-99.71414466
32.5800555,-113.6309818
37.93277331,-120.6927849
26.24938957,-95.38924629
36.78048702,-93.47957859
47.22439136,-92.46627376
26.55632414,-102.454308
29.63266938,-106.8237497
42.28408989,-84.99856736
46.17251404,-96.40958205
30.47973609,-78.05757941
33.80334877,-120.5126662
34.28762335,-112.7292802
46.4013163,-102.7391428
39.89391576,-83.34857362
33.72295472,-79.21063444
41.74124884,-86.55870902
36.45350417,-79.20561426
31.62174826,-115.6071499
46.6726365,-82.50777779
46.60003685,-115.6999346
36.04052526,-83.6170987
42.9709047,-121.5792144
37.22184869,-119.4632068
43.54898676,-107.668135
38.34153313,-91.71971666
34.1440697,-98.8082614
45.35878257,-123.5867367
47.82222905,-86.91299225
46.28926414,-77.89954483
29.46272666,-107.3066924
27.16901278,-105.0444392
36.88699724,-119.9621042
30.24541676,-109.2371998
31.31590391,-95.41201743
31.35835883,-123.4817465
32.98457345,-123.0443576
27.86028889,-91.98998967
32.60378931,-88.96099543
33.35345341,-118.2759096
41.99250427,-111.369719
47.34666686,-117.1158543
30.25212433,-73.77900603
46.3986345,-76.19070888
47.70071571,-75.66028994
33.40904631,-97.13619591
28.31006236,-85.60822094
27.87359765,-84.78023883
47.47978173,-78.61313001
35.1196883,-115.3988377
32.41921486,-75.07912336
47.21641366,-111.8089784
32.68271046,-123.2654986
31.28759965,-96.51652421
31.25161192,-124.1908659
28.54112582,-95.59682031
43.36247214,-97.84458879
46.61257794,-113.1768425
40.80377518,-117.7563501
41.4519064,-97.25147673
32.28211184,-116.0827487
43.00094121,-81.02126153
36.70917494,-117.1646821
38.85427745,-101.8746327
32.14321892,-104.6124081
34.24312282,-106.1893548
35.10464616,-107.7400356
32.16631774,-101.6881006
26.63071201,-82.47661066
26.54250633,-101.9718741
36.11390177,-112.0351651
38.65946953,-119.2491935
38.91197911,-116.7418545
37.60350235,-113.2592046
26.67280597,-83.75981582
48.23769923,-95.85363005
29.23028741,-91.02000508
46.75504477,-106.5663091
27.10478856,-122.8089488
27.91073455,-121.0035408
27.36480579,-104.9735635
26.930411,-88.89315608
46.91236378,-101.2713285
42.68644245,-89.24104276
39.69566269,-113.785944
36.13252799,-78.16493323
43.8159195,-115.1910475
40.13512693,-88.22684903
33.11248788,-107.6358169
27.9853783,-117.9002203
35.54160486,-117.1362506
35.22883175,-101.1721793
44.23781551,-112.650323
37.61630295,-115.9848311
30.70181276,-81.92564951
39.13221841,-95.22388069
33.97378244,-86.93443328
26.67042671,-122.3728725
33.68742496,-87.69619643
47.97826445,-114.4295724
33.02029294,-95.55415959
42.41669017,-75.62923191
36.22601836,-80.7733227
27.16866983,-76.096845
48.03311586,-87.91006686
42.19625902,-104.7846332
34.31853896,-103.3404846
36.76530647,-95.14300683
26.37811303,-87.14831226
31.46397711,-90.4990517
27.22243344,-78.93273709
43.60203407,-104.3772764
30.21873646,-73.98175728
29.34434359,-82.24512916
31.24888122,-85.79882545
41.55429358,-83.8661867
35.52070553,-77.70952883
34.94720172,-80.81978212
32.09513922,-99.16180759
36.56559198,-85.42523906
29.30457543,-82.10979726
39.17389389,-121.1603884
46.55505909,-74.30989851
41.19926189,-76.62361827
41.40917546,-75.54317019
41.46955003,-98.31275574
34.89814765,-86.24291704
38.46019589,-88.10089632
34.57320842,-122.6141081
36.94333801,-116.3726122
33.00555415,-96.34154953
34.36682487,-110.600703
26.9297488,-107.6405542
43.51549099,-76.91705693
44.48900065,-104.7991187
40.10369848,-103.0424338
36.82931802,-74.68257322
28.068908,-122.8779778
48.24983219,-121.9336035
35.81104881,-109.3296549
36.57339939,-120.3964641
26.24237533,-73.55512035
32.39530198,-119.7374205
37.08218541,-75.8282347
34.50565504,-95.73155755
40.02552549,-112.380081
32.70444252,-120.1219028
43.04251207,-86.88054118
39.44107437,-77.09111306
29.53893776,-107.5533959
47.52084637,-102.0655436
47.74656565,-114.3492036
35.70896829,-122.9237254
27.57273753,-78.07904164
37.42343185,-96.74363103
28.8146956,-86.97109709
28.10374219,-118.2062492
27.40670559,-121.024399
47.63519356,-112.1063582
33.28199342,-96.18628929
37.35105391,-104.1596297
46.9794286,-74.49085115
34.68526677,-112.4154912
42.14047234,-119.361861
37.77150016,-81.81888805
41.30044283,-101.4160516
32.23504646,-74.26647747
45.81807418,-108.9511358
30.68055432,-100.0720839
29.24071037,-81.40751136
31.87498149,-85.77933417
42.32792248,-104.2234458
30.19729411,-96.74320713
34.16781703,-98.64688209
45.86003733,-90.38790163
27.66187745,-91.00508577
43.45074698,-106.2029472
45.45897849,-109.7588445
35.52227438,-95.39601827
32.92210405,-122.2813843
39.07786217,-117.9172881
47.85445763,-82.4011084
38.93321677,-98.51703423
40.65479791,-79.90649553
47.32965985,-97.424691
44.00706823,-108.2512069
36.28612483,-123.0123446
42.92343793,-102.6633331
33.41505472,-110.559216
36.09905938,-74.44730828
39.33914097,-114.9557143
42.9023365,-117.5191925
30.55940041,-103.088228
37.41789806,-121.8978271
29.09621147,-92.34708147
27.11319295,-122.4449902
33.64954316,-120.8548281
31.19207697,-99.63458892
39.82153434,-101.7448768
39.52722225,-112.4745726
37.46682989,-89.15714311
42.97990988,-84.73704934
38.87134844,-88.42179139
29.35871266,-104.9486834
40.21541562,-84.86858728
46.5417583,-84.46248228
37.53129515,-75.59775441
42.08324816,-120.6031502
31.64191498,-122.1843132
47.97541512,-72.99375778
38.91492038,-78.09101942
39.11425041,-86.63591061
36.39787617,-116.5817387
35.32687273,-124.1240298
42.40768484,-116.4227375
28.84971836,-106.3711758
33.09334413,-76.2700194
31.8907593,-72.99496362
31.80538286,-110.3383016
36.99348248,-82.73523442
27.40737263,-83.33021947
32.04003971,-106.5996102
34.20489172,-95.78324652
48.20685243,-80.0707068
40.65978568,-73.28997223
27.5591901,-79.83215514
35.67815274,-98.91433886
47.49914188,-83.46147824
